Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
6985,CA-2017-116526,9/1/2017 12:00:00 AM,9/5/2017 12:00:00 AM,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Detroit,Michigan,48227,Central,OFF-AP-10002457,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",376.74,4,0.1,71.16
6986,CA-2017-116526,9/1/2017 12:00:00 AM,9/5/2017 12:00:00 AM,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Detroit,Michigan,48227,Central,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,29.52,4,0,14.46
6987,CA-2017-116526,9/1/2017 12:00:00 AM,9/5/2017 12:00:00 AM,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Detroit,Michigan,48227,Central,OFF-AR-10004999,Office Supplies,Art,Newell 315,11.96,2,0,2.99
6988,CA-2017-116526,9/1/2017 12:00:00 AM,9/5/2017 12:00:00 AM,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Detroit,Michigan,48227,Central,OFF-BI-10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",26.4,5,0,12.67
7598,CA-2015-131947,9/17/2015 12:00:00 AM,9/22/2015 12:00:00 AM,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Springfield,Oregon,97477,West,OFF-AR-10001473,Office Supplies,Art,Newell 313,5.25,2,0.2,0.46
7599,CA-2015-131947,9/17/2015 12:00:00 AM,9/22/2015 12:00:00 AM,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Springfield,Oregon,97477,West,OFF-AR-10000411,Office Supplies,Art,Boston 16701 Slimline Battery Pencil Sharpener,38.26,3,0.2,4.78
7600,CA-2015-131947,9/17/2015 12:00:00 AM,9/22/2015 12:00:00 AM,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Springfield,Oregon,97477,West,OFF-PA-10000246,Office Supplies,Paper,Riverleaf Stik-Withit Designer Note Cubes,40.24,5,0.2,13.08
7601,CA-2015-131947,9/17/2015 12:00:00 AM,9/22/2015 12:00:00 AM,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Springfield,Oregon,97477,West,TEC-MA-10004086,Technology,Machines,Plantronics Single Ear Headset,29.93,5,0.7,-21.94
7602,CA-2015-131947,9/17/2015 12:00:00 AM,9/22/2015 12:00:00 AM,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Springfield,Oregon,97477,West,OFF-PA-10003039,Office Supplies,Paper,Xerox 1960,148.7,6,0.2,46.47
7603,CA-2015-131947,9/17/2015 12:00:00 AM,9/22/2015 12:00:00 AM,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Springfield,Oregon,97477,West,TEC-AC-10004633,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",55.92,10,0.2,16.78
7861,CA-2018-152261,3/2/2018 12:00:00 AM,3/6/2018 12:00:00 AM,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Cuyahoga Falls,Ohio,44221,East,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,18.53,4,0.7,-12.35
8125,US-2018-150070,9/7/2018 12:00:00 AM,9/12/2018 12:00:00 AM,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Modesto,California,95351,West,FUR-CH-10004860,Furniture,Chairs,Global Low Back Tilter Chair,161.57,2,0.2,-28.27
175,US-2015-100853,9/14/2015 12:00:00 AM,9/19/2015 12:00:00 AM,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Chicago,Illinois,60623,Central,OFF-AP-10000891,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,52.45,2,0.8,-131.12
176,US-2015-100853,9/14/2015 12:00:00 AM,9/19/2015 12:00:00 AM,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Chicago,Illinois,60623,Central,OFF-LA-10003148,Office Supplies,Labels,Avery 51,20.16,4,0.2,6.55
834,CA-2017-165316,7/23/2017 12:00:00 AM,7/27/2017 12:00:00 AM,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Tampa,Florida,33614,South,OFF-AR-10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,35.22,2,0.2,2.64
835,CA-2017-165316,7/23/2017 12:00:00 AM,7/27/2017 12:00:00 AM,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Tampa,Florida,33614,South,OFF-AP-10003266,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",23.7,2,0.2,6.52
836,CA-2017-165316,7/23/2017 12:00:00 AM,7/27/2017 12:00:00 AM,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Tampa,Florida,33614,South,TEC-MA-10004002,Technology,Machines,Zebra GX420t Direct Thermal/Thermal Transfer Printer,265.48,1,0.5,-111.5
1450,CA-2016-145821,5/1/2016 12:00:00 AM,5/7/2016 12:00:00 AM,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Los Angeles,California,90008,West,TEC-PH-10004348,Technology,Phones,OtterBox Defender Series Case - iPhone 5c,88.75,3,0.2,11.09
1859,CA-2016-121608,9/3/2016 12:00:00 AM,9/5/2016 12:00:00 AM,First Class,JB-15400,Jennifer Braxton,Corporate,United States,Bristol,Connecticut,6010,East,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",137.62,2,0,60.55
1860,CA-2016-121608,9/3/2016 12:00:00 AM,9/5/2016 12:00:00 AM,First Class,JB-15400,Jennifer Braxton,Corporate,United States,Bristol,Connecticut,6010,East,TEC-PH-10004959,Technology,Phones,Classic Ivory Antique Telephone ZL1810,100.49,1,0,25.12
2122,CA-2018-158246,11/9/2018 12:00:00 AM,11/11/2018 12:00:00 AM,First Class,JB-15400,Jennifer Braxton,Corporate,United States,Sunnyvale,California,94086,West,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",215.98,3,0.2,-2.7
2840,US-2016-104185,9/3/2016 12:00:00 AM,9/8/2016 12:00:00 AM,Second Class,JB-15400,Jennifer Braxton,Corporate,United States,New York City,New York,10009,East,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart,120.33,1,0,31.29
4415,CA-2018-132339,8/19/2018 12:00:00 AM,8/23/2018 12:00:00 AM,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Lawrence,Massachusetts,1841,East,OFF-BI-10003925,Office Supplies,Binders,Fellowes PB300 Plastic Comb Binding Machine,387.99,1,0,182.36
6997,CA-2018-117443,12/23/2018 12:00:00 AM,12/25/2018 12:00:00 AM,Second Class,JB-15400,Jennifer Braxton,Corporate,United States,Rockford,Illinois,61107,Central,OFF-BI-10004002,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,13.84,4,0.8,-22.14
6998,CA-2018-117443,12/23/2018 12:00:00 AM,12/25/2018 12:00:00 AM,Second Class,JB-15400,Jennifer Braxton,Corporate,United States,Rockford,Illinois,61107,Central,OFF-PA-10004475,Office Supplies,Paper,Xerox 1940,175.87,4,0.2,63.75
7350,CA-2018-142125,10/21/2018 12:00:00 AM,10/27/2018 12:00:00 AM,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Milwaukee,Wisconsin,53209,Central,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,38.82,6,0,19.41
7351,CA-2018-142125,10/21/2018 12:00:00 AM,10/27/2018 12:00:00 AM,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Milwaukee,Wisconsin,53209,Central,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,21.9,5,0,10.51
9521,CA-2017-101189,2/4/2017 12:00:00 AM,2/9/2017 12:00:00 AM,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Los Angeles,California,90049,West,OFF-ST-10004180,Office Supplies,Storage,Safco Commercial Shelving,93.02,2,0,3.72
220,CA-2016-169397,12/24/2016 12:00:00 AM,12/27/2016 12:00:00 AM,First Class,JB-15925,Joni Blumstein,Consumer,United States,Dublin,Ohio,43017,East,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,5.58,2,0.2,1.81
221,CA-2016-169397,12/24/2016 12:00:00 AM,12/27/2016 12:00:00 AM,First Class,JB-15925,Joni Blumstein,Consumer,United States,Dublin,Ohio,43017,East,OFF-PA-10004000,Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",22.7,6,0.2,8.23
222,CA-2016-169397,12/24/2016 12:00:00 AM,12/27/2016 12:00:00 AM,First Class,JB-15925,Joni Blumstein,Consumer,United States,Dublin,Ohio,43017,East,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,19.78,4,0.7,-13.84
223,CA-2016-169397,12/24/2016 12:00:00 AM,12/27/2016 12:00:00 AM,First Class,JB-15925,Joni Blumstein,Consumer,United States,Dublin,Ohio,43017,East,FUR-FU-10000087,Furniture,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",72.7,4,0.2,19.08
224,CA-2016-169397,12/24/2016 12:00:00 AM,12/27/2016 12:00:00 AM,First Class,JB-15925,Joni Blumstein,Consumer,United States,Dublin,Ohio,43017,East,TEC-MA-10001148,Technology,Machines,Swingline SM12-08 MicroCut Jam Free Shredder,479.99,4,0.7,-383.99
225,CA-2016-169397,12/24/2016 12:00:00 AM,12/27/2016 12:00:00 AM,First Class,JB-15925,Joni Blumstein,Consumer,United States,Dublin,Ohio,43017,East,OFF-AR-10001958,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,27.17,2,0.2,2.72
4754,US-2016-167220,12/12/2016 12:00:00 AM,12/16/2016 12:00:00 AM,Standard Class,JB-15925,Joni Blumstein,Consumer,United States,Austin,Texas,78745,Central,TEC-AC-10002018,Technology,Accessories,AmazonBasics 3-Button USB Wired Mouse,22.37,4,0.2,6.43
7715,CA-2015-150203,12/5/2015 12:00:00 AM,12/7/2015 12:00:00 AM,First Class,JB-15925,Joni Blumstein,Consumer,United States,Los Angeles,California,90032,West,OFF-AP-10001469,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector,250.26,6,0,72.58
3024,CA-2018-124674,11/17/2018 12:00:00 AM,11/23/2018 12:00:00 AM,Standard Class,JB-16000,Joy Bell-,Consumer,United States,Brownsville,Texas,78521,Central,FUR-BO-10002202,Furniture,Bookcases,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",327.73,2,0.32,-14.46
4583,CA-2017-121993,6/10/2017 12:00:00 AM,6/12/2017 12:00:00 AM,First Class,JB-16000,Joy Bell-,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-LA-10003720,Office Supplies,Labels,Avery 487,23.62,8,0.2,7.97
5217,US-2018-159562,9/9/2018 12:00:00 AM,9/15/2018 12:00:00 AM,Standard Class,JB-16000,Joy Bell-,Consumer,United States,Roseville,Michigan,48066,Central,OFF-EN-10000461,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",17.48,2,0,8.22
5648,CA-2018-168179,11/2/2018 12:00:00 AM,11/7/2018 12:00:00 AM,Standard Class,JB-16000,Joy Bell-,Consumer,United States,Salt Lake City,Utah,84106,West,OFF-PA-10001800,Office Supplies,Paper,Xerox 220,19.44,3,0,9.33
6222,US-2018-157224,9/14/2018 12:00:00 AM,9/18/2018 12:00:00 AM,Second Class,JB-16000,Joy Bell-,Consumer,United States,Los Angeles,California,90045,West,OFF-LA-10000121,Office Supplies,Labels,Avery 48,56.7,9,0,26.08
6970,CA-2017-163937,1/10/2017 12:00:00 AM,1/13/2017 12:00:00 AM,Second Class,JB-16000,Joy Bell-,Consumer,United States,Longview,Washington,98632,West,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",24.85,5,0,7.7
7922,CA-2018-107713,3/13/2018 12:00:00 AM,3/17/2018 12:00:00 AM,Standard Class,JB-16000,Joy Bell-,Consumer,United States,Columbia,Maryland,21044,East,OFF-BI-10002026,Office Supplies,Binders,Avery Arch Ring Binders,174.3,3,0,81.92
2986,CA-2017-139269,5/25/2017 12:00:00 AM,5/30/2017 12:00:00 AM,Standard Class,JB-16045,Julia Barnett,Home Office,United States,Columbus,Georgia,31907,South,FUR-FU-10000755,Furniture,Furnishings,Eldon Expressions Mahogany Wood Desk Collection,24.96,4,0,6.24
2987,CA-2017-139269,5/25/2017 12:00:00 AM,5/30/2017 12:00:00 AM,Standard Class,JB-16045,Julia Barnett,Home Office,United States,Columbus,Georgia,31907,South,OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",19.36,2,0,9.29
2988,CA-2017-139269,5/25/2017 12:00:00 AM,5/30/2017 12:00:00 AM,Standard Class,JB-16045,Julia Barnett,Home Office,United States,Columbus,Georgia,31907,South,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",1267.65,9,0,152.12
3778,CA-2016-107937,5/3/2016 12:00:00 AM,5/8/2016 12:00:00 AM,Standard Class,JB-16045,Julia Barnett,Home Office,United States,Chula Vista,California,91911,West,FUR-FU-10002298,Furniture,Furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",665.88,6,0,106.54
8392,CA-2018-110625,12/23/2018 12:00:00 AM,12/30/2018 12:00:00 AM,Standard Class,JB-16045,Julia Barnett,Home Office,United States,Danbury,Connecticut,6810,East,FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame,27.46,2,0,9.89
8441,CA-2017-158302,12/8/2017 12:00:00 AM,12/12/2017 12:00:00 AM,Second Class,JB-16045,Julia Barnett,Home Office,United States,Columbus,Ohio,43229,East,OFF-PA-10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",10.58,3,0.2,3.44
8443,US-2017-155173,3/6/2017 12:00:00 AM,3/10/2017 12:00:00 AM,Standard Class,JB-16045,Julia Barnett,Home Office,United States,Philadelphia,Pennsylvania,19120,East,TEC-PH-10004586,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,431.94,2,0.4,-71.99
8444,US-2017-155173,3/6/2017 12:00:00 AM,3/10/2017 12:00:00 AM,Standard Class,JB-16045,Julia Barnett,Home Office,United States,Philadelphia,Pennsylvania,19120,East,OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,2.04,1,0.7,-1.5
8445,US-2017-155173,3/6/2017 12:00:00 AM,3/10/2017 12:00:00 AM,Standard Class,JB-16045,Julia Barnett,Home Office,United States,Philadelphia,Pennsylvania,19120,East,TEC-PH-10002538,Technology,Phones,Grandstream GXP1160 VoIP phone,68.24,3,0.4,-12.51
533,US-2018-129441,9/7/2018 12:00:00 AM,9/11/2018 12:00:00 AM,Standard Class,JC-15340,Jasper Cacioppo,Consumer,United States,Los Angeles,California,90032,West,FUR-FU-10000448,Furniture,Furnishings,Tenex Chairmats For Use With Carpeted Floors,47.94,3,0,2.4
3084,CA-2015-100328,1/28/2015 12:00:00 AM,2/3/2015 12:00:00 AM,Standard Class,JC-15340,Jasper Cacioppo,Consumer,United States,New York City,New York,10024,East,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",3.93,1,0.2,1.33
3617,CA-2017-154536,9/5/2017 12:00:00 AM,9/9/2017 12:00:00 AM,Standard Class,JC-15340,Jasper Cacioppo,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-BI-10004410,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",9.56,5,0.7,-7.33
3687,CA-2017-102792,12/13/2017 12:00:00 AM,12/19/2017 12:00:00 AM,Standard Class,JC-15340,Jasper Cacioppo,Consumer,United States,Riverside,California,92503,West,OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,9.84,3,0,3.25
1621,CA-2018-108560,7/8/2018 12:00:00 AM,7/15/2018 12:00:00 AM,Standard Class,JC-15385,Jenna Caffey,Consumer,United States,Kent,Washington,98031,West,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",198.46,2,0,99.23
1622,CA-2018-108560,7/8/2018 12:00:00 AM,7/15/2018 12:00:00 AM,Standard Class,JC-15385,Jenna Caffey,Consumer,United States,Kent,Washington,98031,West,OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",786.48,8,0,385.38
1623,CA-2018-108560,7/8/2018 12:00:00 AM,7/15/2018 12:00:00 AM,Standard Class,JC-15385,Jenna Caffey,Consumer,United States,Kent,Washington,98031,West,OFF-BI-10001107,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",23.17,2,0.2,7.82
1624,CA-2018-108560,7/8/2018 12:00:00 AM,7/15/2018 12:00:00 AM,Standard Class,JC-15385,Jenna Caffey,Consumer,United States,Kent,Washington,98031,West,TEC-AC-10003063,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,50,2,0,10.5
1877,CA-2018-112039,3/25/2018 12:00:00 AM,3/29/2018 12:00:00 AM,Standard Class,JC-15775,John Castell,Consumer,United States,San Antonio,Texas,78207,Central,TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B,470.38,3,0.2,47.04
2555,CA-2017-118626,8/15/2017 12:00:00 AM,8/20/2017 12:00:00 AM,Standard Class,JC-15775,John Castell,Consumer,United States,Tallahassee,Florida,32303,South,TEC-PH-10000369,Technology,Phones,HTC One Mini,705.54,7,0.2,70.55
3623,CA-2015-159184,9/14/2015 12:00:00 AM,9/19/2015 12:00:00 AM,Standard Class,JC-15775,John Castell,Consumer,United States,Macon,Georgia,31204,South,FUR-FU-10002878,Furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock",142.4,5,0,52.69
3624,CA-2015-159184,9/14/2015 12:00:00 AM,9/19/2015 12:00:00 AM,Standard Class,JC-15775,John Castell,Consumer,United States,Macon,Georgia,31204,South,OFF-BI-10001890,Office Supplies,Binders,Avery Poly Binder Pockets,7.16,2,0,3.44
4329,CA-2018-118360,4/1/2018 12:00:00 AM,4/7/2018 12:00:00 AM,Standard Class,JC-15775,John Castell,Consumer,United States,New York City,New York,10011,East,OFF-PA-10000791,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",42.93,9,0,19.32
5053,US-2018-120607,5/19/2018 12:00:00 AM,5/19/2018 12:00:00 AM,Same Day,JC-15775,John Castell,Consumer,United States,Atlanta,Georgia,30318,South,OFF-PA-10003129,Office Supplies,Paper,Tops White Computer Printout Paper,195.64,4,0,91.95
6783,CA-2018-121293,7/25/2018 12:00:00 AM,7/28/2018 12:00:00 AM,Second Class,JC-15775,John Castell,Consumer,United States,Philadelphia,Pennsylvania,19143,East,FUR-FU-10000732,Furniture,Furnishings,Eldon 200 Class Desk Accessories,20.1,4,0.2,3.01
6784,CA-2018-121293,7/25/2018 12:00:00 AM,7/28/2018 12:00:00 AM,Second Class,JC-15775,John Castell,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-SU-10004884,Office Supplies,Supplies,Acme Galleria Hot Forged Steel Scissors with Colored Handles,37.75,3,0.2,4.25
6785,CA-2018-121293,7/25/2018 12:00:00 AM,7/28/2018 12:00:00 AM,Second Class,JC-15775,John Castell,Consumer,United States,Philadelphia,Pennsylvania,19143,East,FUR-TA-10001771,Furniture,Tables,"Bush Cubix Conference Tables, Fully Assembled",138.59,1,0.4,-34.65
6786,CA-2018-121293,7/25/2018 12:00:00 AM,7/28/2018 12:00:00 AM,Second Class,JC-15775,John Castell,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,259.92,5,0.2,-25.99
6787,CA-2018-121293,7/25/2018 12:00:00 AM,7/28/2018 12:00:00 AM,Second Class,JC-15775,John Castell,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,20.74,4,0.2,7.26
8039,CA-2018-109393,6/30/2018 12:00:00 AM,7/2/2018 12:00:00 AM,Second Class,JC-15775,John Castell,Consumer,United States,Los Angeles,California,90032,West,FUR-BO-10003966,Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",436,3,0.15,5.13
9415,CA-2016-127824,10/18/2016 12:00:00 AM,10/22/2016 12:00:00 AM,Standard Class,JC-15775,John Castell,Consumer,United States,Seattle,Washington,98115,West,TEC-PH-10004094,Technology,Phones,Motorola L703CM,249.58,2,0.2,15.6
9416,CA-2016-127824,10/18/2016 12:00:00 AM,10/22/2016 12:00:00 AM,Standard Class,JC-15775,John Castell,Consumer,United States,Seattle,Washington,98115,West,OFF-PA-10001184,Office Supplies,Paper,Xerox 1903,17.94,3,0,8.79
9417,CA-2016-127824,10/18/2016 12:00:00 AM,10/22/2016 12:00:00 AM,Standard Class,JC-15775,John Castell,Consumer,United States,Seattle,Washington,98115,West,FUR-FU-10002505,Furniture,Furnishings,Eldon 100 Class Desk Accessories,10.11,3,0,3.24
9465,CA-2015-109127,12/21/2015 12:00:00 AM,12/25/2015 12:00:00 AM,Standard Class,JC-15775,John Castell,Consumer,United States,Newark,Delaware,19711,East,OFF-LA-10004409,Office Supplies,Labels,Avery 492,17.28,6,0,7.95
84,CA-2016-149734,9/3/2016 12:00:00 AM,9/8/2016 12:00:00 AM,Standard Class,JC-16105,Julie Creighton,Corporate,United States,Durham,North Carolina,27707,South,OFF-EN-10000927,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,200.98,7,0.2,62.81
762,CA-2018-126046,11/3/2018 12:00:00 AM,11/7/2018 12:00:00 AM,Standard Class,JC-16105,Julie Creighton,Corporate,United States,Atlanta,Georgia,30318,South,OFF-LA-10004484,Office Supplies,Labels,Avery 476,12.39,3,0,5.7
1267,US-2015-167738,12/24/2015 12:00:00 AM,12/29/2015 12:00:00 AM,Standard Class,JC-16105,Julie Creighton,Corporate,United States,Los Angeles,California,90045,West,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,142.86,1,0,41.43
1268,US-2015-167738,12/24/2015 12:00:00 AM,12/29/2015 12:00:00 AM,Standard Class,JC-16105,Julie Creighton,Corporate,United States,Los Angeles,California,90045,West,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",292.27,6,0.2,18.27
2893,CA-2018-139913,10/23/2018 12:00:00 AM,10/29/2018 12:00:00 AM,Standard Class,JC-16105,Julie Creighton,Corporate,United States,Rochester,New York,14609,East,OFF-PA-10003739,Office Supplies,Paper,Xerox 1969,11.56,2,0,5.66
2894,CA-2018-139913,10/23/2018 12:00:00 AM,10/29/2018 12:00:00 AM,Standard Class,JC-16105,Julie Creighton,Corporate,United States,Rochester,New York,14609,East,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),26.4,5,0,11.88
2895,CA-2018-139913,10/23/2018 12:00:00 AM,10/29/2018 12:00:00 AM,Standard Class,JC-16105,Julie Creighton,Corporate,United States,Rochester,New York,14609,East,FUR-FU-10000771,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Smoke",69.08,11,0,29.01
2896,CA-2018-139913,10/23/2018 12:00:00 AM,10/29/2018 12:00:00 AM,Standard Class,JC-16105,Julie Creighton,Corporate,United States,Rochester,New York,14609,East,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,35.88,3,0,10.05
8844,CA-2015-141173,11/18/2015 12:00:00 AM,11/20/2015 12:00:00 AM,Second Class,JC-16105,Julie Creighton,Corporate,United States,Minneapolis,Minnesota,55407,Central,OFF-ST-10000885,Office Supplies,Storage,Fellowes Desktop Hanging File Manager,67.15,5,0,16.79
1496,CA-2018-152485,9/4/2018 12:00:00 AM,9/8/2018 12:00:00 AM,Standard Class,JD-15790,John Dryer,Consumer,United States,Coppell,Texas,75019,Central,OFF-AR-10003759,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",10.19,7,0.2,3.18
1497,CA-2018-152485,9/4/2018 12:00:00 AM,9/8/2018 12:00:00 AM,Standard Class,JD-15790,John Dryer,Consumer,United States,Coppell,Texas,75019,Central,OFF-ST-10004950,Office Supplies,Storage,Acco Perma 3000 Stacking Storage Drawers,16.78,1,0.2,-0.21
1498,CA-2018-152485,9/4/2018 12:00:00 AM,9/8/2018 12:00:00 AM,Standard Class,JD-15790,John Dryer,Consumer,United States,Coppell,Texas,75019,Central,OFF-AR-10001940,Office Supplies,Art,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",13.12,5,0.2,3.77
5186,CA-2016-134719,10/10/2016 12:00:00 AM,10/15/2016 12:00:00 AM,Standard Class,JD-15790,John Dryer,Consumer,United States,Jacksonville,Florida,32216,South,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,1801.63,6,0.2,-337.81
5781,US-2016-159513,4/2/2016 12:00:00 AM,4/9/2016 12:00:00 AM,Standard Class,JD-15790,John Dryer,Consumer,United States,Los Angeles,California,90049,West,TEC-MA-10003329,Technology,Machines,"Vtech AT&T CL2940 Corded Speakerphone, Black",71.98,3,0.2,24.29
7733,CA-2018-143294,6/2/2018 12:00:00 AM,6/8/2018 12:00:00 AM,Standard Class,JD-15790,John Dryer,Consumer,United States,Houston,Texas,77070,Central,OFF-PA-10000743,Office Supplies,Paper,Xerox 1977,10.69,2,0.2,3.74
8161,CA-2017-134138,2/16/2017 12:00:00 AM,2/20/2017 12:00:00 AM,Standard Class,JD-15790,John Dryer,Consumer,United States,Belleville,New Jersey,7109,East,FUR-CH-10001545,Furniture,Chairs,Hon Comfortask Task/Swivel Chairs,227.96,2,0,36.47
141,CA-2017-110366,9/5/2017 12:00:00 AM,9/7/2017 12:00:00 AM,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",82.8,2,0.2,10.35
299,CA-2017-142545,10/28/2017 12:00:00 AM,11/3/2017 12:00:00 AM,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,7109,East,OFF-PA-10002105,Office Supplies,Paper,Xerox 223,32.4,5,0,15.55
300,CA-2017-142545,10/28/2017 12:00:00 AM,11/3/2017 12:00:00 AM,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,7109,East,OFF-ST-10002756,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",1082.48,8,0,10.82
301,CA-2017-142545,10/28/2017 12:00:00 AM,11/3/2017 12:00:00 AM,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,7109,East,OFF-PA-10004243,Office Supplies,Paper,Xerox 1939,56.91,3,0,27.32
